subject,actual_dice,predicted_dice,absolute_error
BraTS-GLI-00085-000,0.8977777777778332,0.8955078125,0.002269965277833186
BraTS-GLI-00756-000,0.9335137097040507,0.88134765625,0.052166053454050676
BraTS-GLI-01215-000,0.9273763672777916,0.91650390625,0.010872461027791602
BraTS-GLI-01455-000,0.9277741585233599,0.91552734375,0.012246814773359871
BraTS-GLI-00414-000,0.9528438392757939,0.89306640625,0.05977743302579386
BraTS-GLI-00095-001,0.9444407655122269,0.91845703125,0.025983734262226887
BraTS-GLI-00346-000,0.9360970484287553,0.92578125,0.010315798428755296
BraTS-GLI-00606-000,0.877413452742097,0.84716796875,0.030245483992097033
BraTS-GLI-00746-000,0.8465311843030915,0.84326171875,0.0032694655530914885
BraTS-GLI-00795-000,0.899238578680331,0.875,0.02423857868033097
BraTS-GLI-00500-000,0.9176801405975974,0.91064453125,0.0070356093475973935
BraTS-GLI-00101-000,0.9623334239869715,0.93017578125,0.032157642736971526
BraTS-GLI-00147-000,0.9574340250496932,0.931640625,0.025793400049693216
BraTS-GLI-01042-000,0.9366806701422441,0.916015625,0.0206650451422441
BraTS-GLI-00444-000,0.8284002818889563,0.84521484375,0.016814561861043686
BraTS-GLI-01185-000,0.8520693314468157,0.87353515625,0.021465824803184264
BraTS-GLI-00376-000,0.9239393273247704,0.9267578125,0.002818485175229646
BraTS-GLI-00542-000,0.7403829954513729,0.84765625,0.10727325454862713
BraTS-GLI-01365-000,0.7607597142363465,0.8349609375,0.07420122326365353
BraTS-GLI-00631-000,0.9517322883622716,0.93408203125,0.01765025711227164
BraTS-GLI-01484-000,0.7446692181520733,0.755859375,0.01119015684792668
BraTS-GLI-00120-000,0.9275037033712226,0.921875,0.005628703371222565
BraTS-GLI-00772-001,0.9269684784019627,0.84765625,0.07931222840196273
BraTS-GLI-01422-000,0.9095992544270092,0.87451171875,0.035087535677009174
BraTS-GLI-00237-000,0.9459680416202557,0.8955078125,0.05046022912025572
BraTS-GLI-01256-000,0.9463694677953353,0.90283203125,0.04353743654533526
BraTS-GLI-01086-000,0.9398181260856545,0.92919921875,0.010618907335654515
BraTS-GLI-01269-000,0.7617286803791532,0.72802734375,0.0337013366291532
BraTS-GLI-00537-000,0.7627476202728259,0.8798828125,0.11713519222717406
BraTS-GLI-00468-000,0.8539681741622831,0.87939453125,0.0254263570877169
BraTS-GLI-00736-000,0.7880496054116701,0.8466796875,0.05863008208832987
BraTS-GLI-01066-000,0.8977974964348504,0.865234375,0.032563121434850406
BraTS-GLI-00348-000,0.9015488695034688,0.85400390625,0.0475449632534688
BraTS-GLI-01237-000,0.861117055424855,0.89404296875,0.03292591332514505
BraTS-GLI-00258-000,0.7441035644622378,0.59228515625,0.1518184082122378
BraTS-GLI-01217-000,0.8975645486175069,0.90771484375,0.010150295132493103
BraTS-GLI-01657-000,0.9390066964285885,0.92822265625,0.010784040178588472
BraTS-GLI-00046-000,0.9663551401869552,0.916015625,0.05033951518695523
BraTS-GLI-01496-000,0.9453667139516264,0.9052734375,0.040093276451626414
BraTS-GLI-00028-000,0.6854990583808699,0.74853515625,0.06303609786913011
BraTS-GLI-01453-000,0.6896113792231526,0.669921875,0.019689504223152632
BraTS-GLI-01459-000,0.9027516019602285,0.87646484375,0.026286758210228522
BraTS-GLI-00253-000,0.9140728917265801,0.904296875,0.009776016726580128
BraTS-GLI-00388-000,0.9472958854780387,0.90625,0.04104588547803867
BraTS-GLI-01205-000,0.6815718157188763,0.83349609375,0.15192427803112374
BraTS-GLI-00195-000,0.9438300190684044,0.91259765625,0.031232362818404358
BraTS-GLI-00479-000,0.8409487627068066,0.8466796875,0.0057309247931933704
BraTS-GLI-00667-000,0.9460112812248429,0.908203125,0.037808156224842904
BraTS-GLI-00219-000,0.8805084745767775,0.841796875,0.0387115995767775
BraTS-GLI-01010-000,0.919520939812404,0.8759765625,0.043544377312404015
BraTS-GLI-01101-000,0.9661721333452573,0.888671875,0.07750025834525731
BraTS-GLI-01458-000,0.9344431450781218,0.91357421875,0.020868926328121762
BraTS-GLI-00608-000,0.9300113073654112,0.92041015625,0.009601151115411155
BraTS-GLI-00550-000,0.8489618672820614,0.83154296875,0.017418898532061355
BraTS-GLI-00507-000,0.9541172152208603,0.9365234375,0.01759377772086035
BraTS-GLI-01395-000,0.899838969404348,0.873046875,0.026792094404348044
BraTS-GLI-00430-000,0.9308470216870691,0.90380859375,0.02703842793706912
BraTS-GLI-01518-000,0.9464252978918546,0.92431640625,0.02210889164185459
BraTS-GLI-01077-000,0.7722095671994749,0.77490234375,0.0026927765505251333
BraTS-GLI-00571-000,0.9334595850908725,0.88427734375,0.04918224134087246
BraTS-GLI-00742-000,0.9134218964727637,0.82080078125,0.09262111522276373
BraTS-GLI-01167-000,0.7427974691320895,0.88427734375,0.14147987461791045
BraTS-GLI-00115-000,0.9205453690644473,0.90380859375,0.016736775314447283
BraTS-GLI-01282-000,0.7840793008210873,0.85888671875,0.07480741792891266
BraTS-GLI-00059-000,0.9199173340222423,0.88232421875,0.037593115272242295
BraTS-GLI-01418-000,0.9325551232166164,0.8798828125,0.05267231071661638
BraTS-GLI-00364-000,0.9586420726260136,0.927734375,0.03090769762601364
BraTS-GLI-01659-000,0.9250223460749973,0.8564453125,0.06857703357499734
BraTS-GLI-00753-000,0.6251287332666059,0.74853515625,0.1234064229833941
BraTS-GLI-00022-000,0.8924060150376344,0.89990234375,0.0074963287123656075
BraTS-GLI-01515-000,0.9194421417077292,0.91845703125,0.0009851104577291991
BraTS-GLI-00739-000,0.9268485994776319,0.8857421875,0.041106411977631874
BraTS-GLI-00656-000,0.934444018894442,0.93603515625,0.0015911373555580477
BraTS-GLI-01135-000,0.9394137582496168,0.873046875,0.06636688324961681
BraTS-GLI-00053-000,0.9375353129512407,0.93115234375,0.006382969201240707
BraTS-GLI-00805-000,0.9400461545707436,0.892578125,0.047468029570743586
BraTS-GLI-00518-001,0.9519739061973052,0.8974609375,0.05451296869730515
BraTS-GLI-00590-000,0.9208001416180135,0.9140625,0.00673764161801349
BraTS-GLI-00254-000,0.9436454239760387,0.9267578125,0.016887611476038678
BraTS-GLI-01188-000,0.9257472441581743,0.90771484375,0.01803240040817433
BraTS-GLI-01420-000,0.8580474934039436,0.86083984375,0.0027923503460564048
BraTS-GLI-00306-000,0.9454591100232564,0.919921875,0.025537235023256444
BraTS-GLI-01287-000,0.9497693044311178,0.912109375,0.037659929431117845
BraTS-GLI-00048-000,0.8982323827481036,0.92431640625,0.026084023501896425
BraTS-GLI-01493-000,0.7845323741008486,0.7802734375,0.0042589366008486396
BraTS-GLI-01000-000,0.9564629636992737,0.9228515625,0.03361140119927375
BraTS-GLI-00706-000,0.91897976553279,0.84521484375,0.07376492178279004
BraTS-GLI-00446-000,0.9626398496103443,0.9140625,0.04857734961034432
BraTS-GLI-01457-000,0.9119486032238215,0.88671875,0.02522985322382154
BraTS-GLI-00369-000,0.9674708484117476,0.93115234375,0.036318504661747575
BraTS-GLI-00674-001,0.92973300562273,0.91259765625,0.01713534937272998
BraTS-GLI-01355-000,0.9572973169755152,0.91748046875,0.03981684822551523
BraTS-GLI-01351-000,0.8012214748484293,0.9033203125,0.10209883765157068
BraTS-GLI-01233-000,0.8911968796771322,0.91357421875,0.022377339072867763
BraTS-GLI-01521-000,0.8749723634755924,0.82421875,0.050753613475592374
BraTS-GLI-01058-000,0.9177641653905368,0.8916015625,0.026162602890536846
BraTS-GLI-00331-000,0.20324660885211643,0.417724609375,0.21447800052288357
BraTS-GLI-00177-000,0.9582567463171746,0.9267578125,0.03149893381717461
BraTS-GLI-00800-000,0.9227053140097365,0.7255859375,0.19711937650973654
BraTS-GLI-01401-000,0.9590622636753318,0.9072265625,0.05183570117533176
BraTS-GLI-01417-000,0.8165095424236511,0.7841796875,0.03232985492365115
BraTS-GLI-01509-000,0.8677865077216638,0.859375,0.008411507721663769
BraTS-GLI-00316-000,0.9487924865832416,0.91357421875,0.03521826783324156
BraTS-GLI-00686-000,0.9463392814352212,0.92578125,0.02055803143522117
BraTS-GLI-00540-000,0.8828996282531508,0.78125,0.10164962825315083
BraTS-GLI-01370-000,0.830628624992776,0.85693359375,0.02630496875722399
BraTS-GLI-01487-000,0.9558353692915074,0.92041015625,0.035425213041507364
BraTS-GLI-00112-000,0.8969062784349877,0.91943359375,0.022527315315012286
BraTS-GLI-00464-000,0.8932676518886921,0.84326171875,0.05000593313869206
BraTS-GLI-01265-000,0.9273552780931276,0.900390625,0.026964653093127566
BraTS-GLI-00750-001,0.9412543682177887,0.92236328125,0.01889108696778874
BraTS-GLI-00548-001,0.9676329640977359,0.93359375,0.034039214097735915
BraTS-GLI-00540-001,0.745610758312493,0.69189453125,0.053716227062493016
BraTS-GLI-00273-000,0.9555578293939235,0.9052734375,0.05028439189392353
BraTS-GLI-01206-000,0.9273898659237544,0.93408203125,0.006692165326245614
BraTS-GLI-00064-000,0.8943077488065023,0.82958984375,0.06471790505650232
BraTS-GLI-01275-000,0.9178279673235008,0.91259765625,0.005230311073500804
BraTS-GLI-00132-000,0.8854997653684054,0.87890625,0.006593515368405356
BraTS-GLI-00688-000,0.9168561221177056,0.8427734375,0.07408268461770562
BraTS-GLI-00395-000,0.9449840702463498,0.89501953125,0.04996453899634978
BraTS-GLI-00188-000,0.9343121511050437,0.8759765625,0.05833558860504373
BraTS-GLI-00060-000,0.9246551483907056,0.8974609375,0.027194210890705617
BraTS-GLI-01034-000,0.8604155567396639,0.89599609375,0.035580537010336144
BraTS-GLI-01477-000,0.9301509151236369,0.9306640625,0.0005131473763630989
BraTS-GLI-00391-000,0.9074238391009034,0.91552734375,0.008103504649096593
BraTS-GLI-01228-000,0.9226292289579664,0.90380859375,0.018820635207966396
BraTS-GLI-00068-000,0.9294203426905105,0.8916015625,0.03781878019051055
BraTS-GLI-00470-000,0.9620136242928214,0.92041015625,0.041603468042821445
BraTS-GLI-01364-000,0.23766578249437975,0.5361328125,0.29846703000562025
BraTS-GLI-01431-000,0.7231554524364517,0.7978515625,0.07469611006354826
BraTS-GLI-00481-000,0.932849746379686,0.93994140625,0.0070916598703140155
BraTS-GLI-00239-000,0.9054231670381705,0.85986328125,0.045559885788170496
BraTS-GLI-01285-000,0.9098792658767578,0.91357421875,0.0036949528732421744
BraTS-GLI-00645-001,0.6852064220187999,0.76123046875,0.07602404673120011
BraTS-GLI-01031-000,0.8900604346150314,0.8330078125,0.05705262211503137
BraTS-GLI-00735-001,0.9212663292927841,0.83935546875,0.08191086054278407
BraTS-GLI-00160-000,0.9430919050517521,0.93115234375,0.01193956130175211
BraTS-GLI-00089-000,0.924329080510422,0.88916015625,0.03516892426042195
BraTS-GLI-01231-000,0.91135595342437,0.8994140625,0.011941890924370036
BraTS-GLI-01524-000,0.949714483474667,0.80224609375,0.14746838972466703
BraTS-GLI-00012-000,0.9687652364700193,0.8955078125,0.07325742397001933
BraTS-GLI-01307-000,0.965987010341948,0.916015625,0.049971385341948005
BraTS-GLI-01298-000,0.9021781832468017,0.9130859375,0.010907754253198343
BraTS-GLI-00074-000,0.9689526823723519,0.9365234375,0.03242924487235188
BraTS-GLI-01108-000,0.8897379912669774,0.8154296875,0.07430830376697739
BraTS-GLI-00058-000,0.9017174195412011,0.732421875,0.1692955445412011
BraTS-GLI-01021-000,0.9642559474198166,0.9287109375,0.03554500991981657
BraTS-GLI-00705-000,0.7308659719731748,0.86865234375,0.13778637177682518
BraTS-GLI-00426-000,0.9530613895554304,0.919921875,0.033139514555430405
BraTS-GLI-00303-000,0.9562996202968739,0.92236328125,0.033936339046873876
BraTS-GLI-01247-000,0.7959866220739035,0.77685546875,0.01913115332390347
BraTS-GLI-00488-000,0.8839761680778583,0.8935546875,0.009578519422141718
BraTS-GLI-00290-000,0.9235292217232826,0.90185546875,0.021673752973282556
BraTS-GLI-00784-000,0.9169070975187708,0.86181640625,0.05509069126877075
BraTS-GLI-00380-000,0.8675521821636905,0.810546875,0.057005307163690455
BraTS-GLI-00429-000,0.8100533453648425,0.83251953125,0.022466185885157475
BraTS-GLI-00806-000,0.9301297983982539,0.87158203125,0.05854776714825394
BraTS-GLI-01341-000,0.3097643097676298,0.6455078125,0.3357435027323702
BraTS-GLI-01045-000,0.9143583945732224,0.92919921875,0.014840824176777567
BraTS-GLI-01348-000,0.9052788420605521,0.85009765625,0.05518118581055209
BraTS-GLI-00269-000,0.945196647324329,0.91552734375,0.029669303574328953
BraTS-GLI-01320-000,0.9419173392027479,0.89892578125,0.042991557952747894
BraTS-GLI-00138-000,0.9228890620940704,0.89892578125,0.0239632808440704
BraTS-GLI-00718-000,0.9578030810448884,0.91455078125,0.04325229979488843
BraTS-GLI-00810-000,0.9564587618413174,0.92919921875,0.027259543091317395
BraTS-GLI-01329-000,0.9197326983639913,0.8603515625,0.0593811358639913
BraTS-GLI-00298-000,0.8857808857810336,0.83349609375,0.052284792031033644
BraTS-GLI-00360-000,0.9188998944140385,0.91162109375,0.0072788006640385206
BraTS-GLI-01443-000,0.7716999050334551,0.853515625,0.08181571996654491
BraTS-GLI-00650-000,0.9303037120360269,0.92333984375,0.0069638682860269085
BraTS-GLI-00596-000,0.916360197541286,0.9111328125,0.005227385041285948
BraTS-GLI-00765-000,0.8885818833545335,0.88671875,0.001863133354533475
BraTS-GLI-00339-000,0.932570494483071,0.896484375,0.036086119483071055
BraTS-GLI-01276-000,0.772334293949064,0.8564453125,0.08411101855093595
BraTS-GLI-01442-000,0.9352826993763947,0.91064453125,0.024638168126394744
BraTS-GLI-01029-000,0.9530330143416704,0.91845703125,0.034575983091670426
BraTS-GLI-00199-000,0.951792597286049,0.92431640625,0.027476191036049036
BraTS-GLI-00694-000,0.6937034627342632,0.62841796875,0.0652854939842632
BraTS-GLI-01102-000,0.87809616318621,0.880859375,0.002763211813790023
BraTS-GLI-00152-000,0.8865329512895067,0.90966796875,0.02313501746049329
BraTS-GLI-00661-000,0.9043898459318133,0.9384765625,0.03408671656818674
BraTS-GLI-00773-000,0.8128730251609858,0.81396484375,0.001091818589014193
BraTS-GLI-01092-000,0.9538332400671645,0.87939453125,0.07443870881716452
BraTS-GLI-00379-000,0.9109249444350984,0.80224609375,0.10867885068509842
